doi	institution	period	euro	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	issn_l	license_ref	indexed_in_crossref	pmid	pmcid	ut	url	doaj
10.1007/s00359-016-1130-z	lu	2016	2200	TRUE	Springer	Journal of Comparative Physiology A	0340-7594	0340-7594	1432-1351	0340-7594	http://creativecommons.org/licenses/by/4.0	TRUE	27837238	PMC5263199	ut:000393670200002	NA	FALSE
10.1007/s11842-016-9359-5	slu	2016	2200	TRUE	Springer	Small-scale Forestry	1873-7617	1873-7617	1873-7854	1873-7617	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000401258600008	NA	FALSE
10.1007/s00586-016-4876-7	ki	2016	2200	TRUE	Springer	European Spine Journal	0940-6719	0940-6719	1432-0932	0940-6719	http://creativecommons.org/licenses/by/4.0	TRUE	27888355	NA	ut:000394212100003	NA	FALSE
10.1007/s12028-016-0348-5	lu	2016	2200	TRUE	Springer	Neurocritical Care	1541-6933	1541-6933	1556-0961	1541-6933	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000402101100019	NA	FALSE
10.1007/s00198-016-3818-x	ki	2016	2200	TRUE	Springer	Osteoporosis International	0937-941X	0937-941X	1433-2965	0937-941X	http://creativecommons.org/licenses/by-nc/4.0	TRUE	27844133	PMC5206249	ut:000391390100018	NA	FALSE
10.1007/s13280-016-0847-9	su	2016	2200	TRUE	Springer	Ambio	0044-7447	0044-7447	1654-7209	0044-7447	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399228700003	NA	FALSE
10.1007/s00420-016-1180-0	gu	2016	2200	TRUE	Springer	International Archives of Occupational and Environmental Health	0340-0131	0340-0131	1432-1246	0340-0131	http://creativecommons.org/licenses/by/4.0	TRUE	27815725	PMC5263194	ut:000393824400001	NA	FALSE
10.1007/s00484-016-1270-4	umu	2016	2200	TRUE	Springer	International Journal of Biometeorology	0020-7128	0020-7128	1432-1254	0020-7128	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000400545400018	NA	FALSE
10.1007/s12529-016-9618-z	ki	2016	2200	TRUE	Springer	International Journal of Behavioral Medicine	1070-5503	1070-5503	1532-7558	1070-5503	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00423-016-1535-8	lu	2016	2200	TRUE	Springer	Langenbeck's Archives of Surgery	1435-2443	1435-2443	1435-2451	1435-2443	http://creativecommons.org/licenses/by/4.0	TRUE	27896436	PMC5346413	ut:000397297900017	NA	FALSE
10.1007/s00707-016-1748-5	kth	2016	2200	TRUE	Springer	Acta Mechanica	0001-5970	0001-5970	1619-6937	0001-5970	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000395107300021	NA	FALSE
10.1007/s13595-016-0590-1	slu	2016	2200	TRUE	Springer	Annals of Forest Science	1286-4560	1286-4560	1297-966X	1286-4560	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000390004000010	NA	FALSE
10.1007/s11214-016-0294-8	su	2016	2200	TRUE	Springer	Space Science Reviews	0038-6308	0038-6308	1572-9672	0038-6308	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s13399-016-0225-7	ltu	2016	2200	TRUE	Springer	Biomass Conversion and Biorefinery	2190-6815	2190-6815	2190-6823	2190-6815	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00420-016-1186-7	ki	2016	2200	TRUE	Springer	International Archives of Occupational and Environmental Health	0340-0131	0340-0131	1432-1246	0340-0131	http://creativecommons.org/licenses/by/4.0	TRUE	27858151	PMC5263190	ut:000393824400006	NA	FALSE
10.1007/s10959-016-0723-3	uu	2016	2200	TRUE	Springer	Journal of Theoretical Probability	0894-9840	0894-9840	1572-9230	0894-9840	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00227-016-3032-6	su	2016	2200	TRUE	Springer	Marine Biology	0025-3162	0025-3162	1432-1793	0025-3162	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388685000020	NA	FALSE
10.1007/s10804-016-9248-3	umu	2016	2200	TRUE	Springer	Journal of Adult Development	1068-0667	1068-0667	1573-3440	1068-0667	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399825300001	NA	FALSE
10.1007/s11676-016-0341-z	slu	2016	2200	TRUE	Springer	Journal of Forestry Research	1007-662X	1007-662X	1993-0607	1007-662X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399164900002	NA	FALSE
10.1007/s13364-016-0301-1	slu	2016	2200	TRUE	Springer	Mammal Research	2199-2401	2199-2401	2199-241X	2199-241X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392323900001	NA	FALSE
10.1007/s10826-016-0602-7	lu	2016	2200	TRUE	Springer	Journal of Child and Family Studies	1062-1024	1062-1024	1573-2843	1062-1024	http://creativecommons.org/licenses/by/4.0	TRUE	28239249	PMC5306151	ut:000394439700005	NA	FALSE
10.1007/s11295-016-1074-z	umu	2016	2200	TRUE	Springer	Tree Genetics & Genomes	1614-2942	1614-2942	1614-2950	1614-2942	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000397238800012	NA	FALSE
10.1007/s00023-016-0531-4	cth	2016	2200	TRUE	Springer	Annales Henri Poincaré	1424-0637	1424-0637	1424-0661	1424-0637	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392310200009	NA	FALSE
10.1007/s10237-016-0855-5	kth	2016	2200	TRUE	Springer	Biomechanics and Modeling in Mechanobiology	1617-7959	1617-7959	1617-7940	1617-7940	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000400977300007	NA	FALSE
10.1007/s11269-016-1546-9	lu	2016	2200	TRUE	Springer	Water Resources Management	0920-4741	0920-4741	1573-1650	0920-4741	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000393777100033	NA	FALSE
10.1007/s11249-016-0790-8	ltu	2016	2200	TRUE	Springer	Tribology Letters	1023-8883	1023-8883	1573-2711	1023-8883	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000397039300007	NA	FALSE
10.1007/s00068-016-0730-1	ki	2016	2200	TRUE	Springer	European Journal of Trauma and Emergency Surgery	1863-9933	1863-9933	1863-9941	1863-9933	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s10064-016-0962-7	cth	2016	2200	TRUE	Springer	Bulletin of Engineering Geology and the Environment	1435-9529	1435-9529	1435-9537	1435-9529	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000401408700026	NA	FALSE
10.1007/s00277-016-2859-8	ki	2016	2200	TRUE	Springer	Annals of Hematology	0939-5555	0939-5555	1432-0584	0939-5555	http://creativecommons.org/licenses/by/4.0	TRUE	27807648	PMC5226986	ut:000392305100010	NA	FALSE
10.1007/s11422-016-9790-0	uu	2016	2200	TRUE	Springer	Cultural Studies of Science Education	1871-1502	1871-1502	1871-1510	1871-1502	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000405854300012	NA	FALSE
10.1007/s00204-016-1879-4	ki	2016	2200	TRUE	Springer	Archives of Toxicology	0340-5761	0340-5761	1432-0738	0340-5761	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399875300003	NA	FALSE
10.1007/s11367-016-1218-2	kth	2016	2200	TRUE	Springer	The International Journal of Life Cycle Assessment	0948-3349	0948-3349	1614-7502	0948-3349	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000403557600007	NA	FALSE
10.1007/s11104-016-3104-x	slu	2016	2200	TRUE	Springer	Plant and Soil	0032-079X	0032-079X	1573-5036	0032-079X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399742000008	NA	FALSE
10.1007/s11517-016-1593-7	lu	2016	2200	TRUE	Springer	Medical & Biological Engineering & Computing	0140-0118	0140-0118	1741-0444	0140-0118	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000407310300016	NA	FALSE
10.1007/s10974-016-9458-0	lnu	2016	2200	TRUE	Springer	Journal of Muscle Research and Cell Motility	0142-4319	0142-4319	1573-2657	0142-4319	http://creativecommons.org/licenses/by/4.0	TRUE	27864648	NA	ut:000399241700001	NA	FALSE
10.1007/s11356-016-7991-4	su	2016	2200	TRUE	Springer	Environmental Science and Pollution Research	0944-1344	0944-1344	1614-7499	0944-1344	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00262-016-1922-6	ki	2016	2200	TRUE	Springer	Cancer Immunology, Immunotherapy	0340-7004	0340-7004	1432-0851	0340-7004	http://creativecommons.org/licenses/by/4.0	TRUE	27815572	PMC5222940	ut:000393598500010	NA	FALSE
10.1007/s10346-016-0775-6	kau	2016	2200	TRUE	Springer	Landslides	1612-510X	1612-510X	1612-5118	1612-510X	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000401697900023	NA	FALSE
10.1007/s10592-016-0910-x	su	2016	2200	TRUE	Springer	Conservation Genetics	1566-0621	1566-0621	1572-9737	1566-0621	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000396341900009	NA	FALSE
10.1007/s00382-016-3426-7	gu	2016	2200	TRUE	Springer	Climate Dynamics	0930-7575	0930-7575	1432-0894	0930-7575	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000408718200024	NA	FALSE
10.1007/s10886-016-0790-z	kth	2016	2200	TRUE	Springer	Journal of Chemical Ecology	0098-0331	0098-0331	1573-1561	0098-0331	http://creativecommons.org/licenses/by/4.0	TRUE	27896555	PMC5148791	ut:000390040400004	NA	FALSE
10.1245/s10434-016-5661-x	ki	2016	2200	TRUE	Springer	Annals of Surgical Oncology	1068-9265	1068-9265	1534-4681	1068-9265	http://creativecommons.org/licenses/by/4.0	TRUE	27822633	PMC5339331	ut:000398047600041	NA	FALSE
10.1007/s11695-016-2431-6	ki	2016	2200	TRUE	Springer	Obesity Surgery	0960-8923	0960-8923	1708-0428	0960-8923	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000400029400015	NA	FALSE
10.1007/s11219-016-9343-5	mdh	2016	2200	TRUE	Springer	Software Quality Journal	0963-9314	0963-9314	1573-1367	0963-9314	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11090-016-9766-6	uu	2016	2200	TRUE	Springer	Plasma Chemistry and Plasma Processing	0272-4324	0272-4324	1572-8986	0272-4324	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000393053800008	NA	FALSE
10.1007/s00246-016-1507-3	umu	2016	2200	TRUE	Springer	Pediatric Cardiology	0172-0643	0172-0643	1432-1971	0172-0643	http://creativecommons.org/licenses/by/4.0	TRUE	27837301	PMC5331095	ut:000395096700007	NA	FALSE
10.1007/s10113-016-1077-1	ltu	2016	2200	TRUE	Springer	Regional Environmental Change	1436-3798	1436-3798	1436-378X	1436-3798	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000394991000018	NA	FALSE
10.1007/s10519-016-9827-x	oru	2016	2200	TRUE	Springer	Behavior Genetics	0001-8244	0001-8244	1573-3297	0001-8244	http://creativecommons.org/licenses/by/4.0	TRUE	27888366	PMC5306271	ut:000394344000003	NA	FALSE
10.1007/s12528-016-9127-8	cth	2016	2200	TRUE	Springer	Journal of Computing in Higher Education	1042-1726	1042-1726	1867-1233	1042-1726	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399233000009	NA	FALSE
10.1007/s11695-016-2476-6	uu	2016	2200	TRUE	Springer	Obesity Surgery	0960-8923	0960-8923	1708-0428	0960-8923	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000404529600016	NA	FALSE
10.1007/s00190-016-0974-x	cth	2016	2200	TRUE	Springer	Journal of Geodesy	0949-7714	0949-7714	1432-1394	0949-7714	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000403720900011	NA	FALSE
10.1007/s10826-016-0623-2	oru	2016	2200	TRUE	Springer	Journal of Child and Family Studies	1062-1024	1062-1024	1573-2843	1062-1024	http://creativecommons.org/licenses/by/4.0	TRUE	28337053	PMC5344949	ut:000396304200003	NA	FALSE
10.1007/s10641-016-0550-5	gu	2016	2200	TRUE	Springer	Environmental Biology of Fishes	0378-1909	0378-1909	1573-5133	0378-1909	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388829900008	NA	FALSE
10.1007/s11115-016-0368-9	hk	2016	2200	TRUE	Springer	Public Organization Review	1566-7170	1566-7170	1573-7098	1566-7170	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s10817-016-9393-1	uu	2016	2200	TRUE	Springer	Journal of Automated Reasoning	0168-7433	0168-7433	1573-0670	0168-7433	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000392387400006	NA	FALSE
10.1007/s11625-016-0409-x	su	2016	2200	TRUE	Springer	Sustainability Science	1862-4065	1862-4065	1862-4057	1862-4057	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000393593200009	NA	FALSE
10.1007/s00267-016-0786-z	gu	2016	2200	TRUE	Springer	Environmental Management	0364-152X	0364-152X	1432-1009	0364-152X	http://creativecommons.org/licenses/by/4.0	TRUE	27838769	PMC5274640	ut:000394257700005	NA	FALSE
10.1007/s11242-016-0781-0	ltu	2016	2200	TRUE	Springer	Transport in Porous Media	0169-3913	0169-3913	1573-1634	0169-3913	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000394167300019	NA	FALSE
10.1007/s00209-016-1797-4	liu	2016	2200	TRUE	Springer	Mathematische Zeitschrift	0025-5874	0025-5874	1432-1823	0025-5874	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000405599900014	NA	FALSE
10.1007/s00284-016-1165-y	lu	2016	2200	TRUE	Springer	Current Microbiology	0343-8651	0343-8651	1432-0991	0343-8651	http://creativecommons.org/licenses/by/4.0	TRUE	27896481	PMC5243900	ut:000392302100002	NA	FALSE
10.1007/s00268-016-3828-z	liu	2016	2200	TRUE	Springer	World Journal of Surgery	0364-2313	0364-2313	1432-2323	0364-2313	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399693400021	NA	FALSE
10.1007/s10592-016-0908-4	uu	2016	2200	TRUE	Springer	Conservation Genetics	1566-0621	1566-0621	1572-9737	1566-0621	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000396341900007	NA	FALSE
10.1007/s11249-016-0785-5	ltu	2016	2200	TRUE	Springer	Tribology Letters	1023-8883	1023-8883	1573-2711	1023-8883	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000397039300005	NA	FALSE
10.1007/s10633-016-9564-8	uu	2016	2200	TRUE	Springer	Documenta Ophthalmologica	0012-4486	0012-4486	1573-2622	0012-4486	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000388974900001	NA	FALSE
10.1007/s00198-016-3771-8	lu	2016	2200	TRUE	Springer	Osteoporosis International	0937-941X	0937-941X	1433-2965	0937-941X	http://creativecommons.org/licenses/by-nc/4.0	TRUE	27822590	PMC5269464	ut:000393646200026	NA	FALSE
10.1007/s10683-016-9496-x	hhs	2016	2200	TRUE	Springer	Experimental Economics	1386-4157	1386-4157	1573-6938	1386-4157	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000401066400010	NA	FALSE
10.1007/s13366-016-0320-8	uu	2016	2200	TRUE	Springer	Beiträge zur Algebra und Geometrie / Contributions to Algebra and Geometry	0138-4821	0138-4821	2191-0383	0138-4821	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s40368-016-0256-6	gu	2016	2200	TRUE	Springer	European Archives of Paediatric Dentistry	1818-6300	1818-6300	1996-9805	1818-6300	http://creativecommons.org/licenses/by/4.0	TRUE	27830462	PMC5126186	ut:000389467200007	NA	FALSE
10.1007/s00109-016-1486-0	ki	2016	2200	TRUE	Springer	Journal of Molecular Medicine	0946-2716	0946-2716	1432-1440	0946-2716	http://creativecommons.org/licenses/by/4.0	TRUE	27858116	PMC5225196	ut:000392324200005	NA	FALSE
10.1007/s00228-016-2152-8	ki	2016	2200	TRUE	Springer	European Journal of Clinical Pharmacology	0031-6970	0031-6970	1432-1041	0031-6970	http://creativecommons.org/licenses/by/4.0	TRUE	27826643	PMC5226983	ut:000392308200010	NA	FALSE
10.1007/s10959-016-0725-1	lu	2016	2200	TRUE	Springer	Journal of Theoretical Probability	0894-9840	0894-9840	1572-9230	0894-9840	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1245/s10434-016-5703-4	uu	2016	2200	TRUE	Springer	Annals of Surgical Oncology	1068-9265	1068-9265	1534-4681	1068-9265	http://creativecommons.org/licenses/by/4.0	TRUE	27904972	NA	ut:000399013200012	NA	FALSE
10.1007/s11295-016-1073-0	slu	2016	2200	TRUE	Springer	Tree Genetics & Genomes	1614-2942	1614-2942	1614-2950	1614-2942	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000397238800010	NA	FALSE
10.1007/s00380-016-0924-9	ki	2016	2200	TRUE	Springer	Heart and Vessels	0910-8327	0910-8327	1615-2573	0910-8327	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000402144200006	NA	FALSE
10.1007/s00468-016-1495-1	slu	2016	2200	TRUE	Springer	Trees	0931-1890	0931-1890	1432-2285	0931-1890	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398106900020	NA	FALSE
10.1007/s12020-016-1172-6	uu	2016	2200	TRUE	Springer	Endocrine	1355-008X	1355-008X	1559-0100	1355-008X	http://creativecommons.org/licenses/by/4.0	TRUE	27858284	PMC5316391	ut:000394966900021	NA	FALSE
10.1007/s10615-016-0613-2	lnu	2016	2200	TRUE	Springer	Clinical Social Work Journal	0091-1674	0091-1674	1573-3343	0091-1674	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00221-016-4839-6	umu	2016	2200	TRUE	Springer	Experimental Brain Research	0014-4819	0014-4819	1432-1106	0014-4819	http://creativecommons.org/licenses/by/4.0	TRUE	27885405	PMC5315705	ut:000395068900013	NA	FALSE
10.1007/s10198-016-0851-9	umu	2016	2200	TRUE	Springer	The European Journal of Health Economics	1618-7598	1618-7598	1618-7601	1618-7598	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000406690000009	NA	FALSE
10.1007/s11250-016-1197-0	slu	2016	2200	TRUE	Springer	Tropical Animal Health and Production	0049-4747	0049-4747	1573-7438	0049-4747	http://creativecommons.org/licenses/by/4.0	TRUE	27966070	PMC5253150	ut:000393122200015	NA	FALSE
10.1007/s00707-016-1754-7	cth	2016	2200	TRUE	Springer	Acta Mechanica	0001-5970	0001-5970	1619-6937	0001-5970	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000399297600005	NA	FALSE
10.1007/s00531-016-1423-z	su	2016	2200	TRUE	Springer	International Journal of Earth Sciences	1437-3254	1437-3254	1437-3262	1437-3254	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000407925800020	NA	FALSE
10.1007/s10115-016-1012-2	ltu	2016	2200	TRUE	Springer	Knowledge and Information Systems	0219-1377	0219-1377	0219-3116	0219-3116	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000405223500009	NA	FALSE
10.1007/s11116-016-9750-2	vti	2016	2200	TRUE	Springer	Transportation	0049-4488	0049-4488	1572-9435	0049-4488	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s11664-016-5161-6	kth	2016	2200	TRUE	Springer	Journal of Electronic Materials	0361-5235	0361-5235	1543-186X	0361-5235	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000398937900075	NA	FALSE
10.1007/s00198-016-3846-6	gu	2016	2200	TRUE	Springer	Osteoporosis International	0937-941X	0937-941X	1433-2965	0937-941X	http://creativecommons.org/licenses/by-nc/4.0	TRUE	27921145	PMC5306148	ut:000394258000040	NA	FALSE
10.1007/s11273-016-9524-9	slu	2016	2200	TRUE	Springer	Wetlands Ecology and Management	0923-4861	0923-4861	1572-9834	0923-4861	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000406288200003	NA	FALSE
10.1007/s10472-016-9532-8	cth	2016	2200	TRUE	Springer	Annals of Mathematics and Artificial Intelligence	1012-2443	1012-2443	1573-7470	1012-2443	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000404217400006	NA	FALSE
10.1007/s10763-016-9781-3	gu	2016	2200	TRUE	Springer	International Journal of Science and Mathematics Education	1571-0068	1571-0068	1573-1774	1571-0068	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	NA	NA	FALSE
10.1007/s00442-016-3779-y	umu	2016	2200	TRUE	Springer	Oecologia	0029-8549	0029-8549	1432-1939	0029-8549	http://creativecommons.org/licenses/by/4.0	TRUE	27915414	PMC5306166	ut:000394254500023	NA	FALSE
10.1007/s12671-016-0653-2	lu	2016	2200	TRUE	Springer	Mindfulness	1868-8527	1868-8527	1868-8535	1868-8527	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000400330000020	NA	FALSE
10.1007/s00406-016-0759-5	ki	2016	2200	TRUE	Springer	European Archives of Psychiatry and Clinical Neuroscience	0940-1334	0940-1334	1433-8491	0940-1334	http://creativecommons.org/licenses/by/4.0	TRUE	28039552	NA	ut:000405673700004	NA	FALSE
10.1007/s10803-016-2978-z	uu	2016	2200	TRUE	Springer	Journal of Autism and Developmental Disorders	0162-3257	0162-3257	1573-3432	0162-3257	http://creativecommons.org/licenses/by/4.0	TRUE	28000078	NA	NA	NA	FALSE
10.1007/s10854-016-6140-7	uu	2016	2200	TRUE	Springer	Journal of Materials Science: Materials in Electronics	0957-4522	0957-4522	1573-482X	0957-4522	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000395072700052	NA	FALSE
10.1007/s00038-016-0931-8	su	2016	2200	TRUE	Springer	International Journal of Public Health	1661-8556	1661-8556	1661-8564	1661-8556	http://creativecommons.org/licenses/by/4.0	TRUE	27942747	NA	ut:000398821500003	NA	FALSE
10.1007/s12529-016-9625-0	mah	2016	2200	TRUE	Springer	International Journal of Behavioral Medicine	1070-5503	1070-5503	1532-7558	1070-5503	http://creativecommons.org/licenses/by/4.0	TRUE	28028732	NA	NA	NA	FALSE
10.1007/s00125-016-4184-0	lu	2016	2200	TRUE	Springer	Diabetologia	0012-186X	0012-186X	1432-0428	0012-186X	http://creativecommons.org/licenses/by/4.0	TRUE	28004149	NA	ut:000394462100010	NA	FALSE
10.1007/s00253-016-8055-x	lu	2016	2200	TRUE	Springer	Applied Microbiology and Biotechnology	0175-7598	0175-7598	1432-0614	0175-7598	http://creativecommons.org/licenses/by/4.0	TRUE	27995311	PMC5219020	ut:000392060500004	NA	FALSE
10.1007/s10570-016-1179-4	kth	2016	2200	TRUE	Springer	Cellulose	0969-0239	0969-0239	1572-882X	0969-0239	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000394145500006	NA	FALSE
10.1007/s10664-016-9482-0	cth	2016	2200	TRUE	Springer	Empirical Software Engineering	1382-3256	1382-3256	1573-7616	1382-3256	http://creativecommons.org/licenses/by/4.0	TRUE	NA	NA	ut:000406290500016	NA	FALSE
