institution	period	cost	doi	is_hybrid	publisher	journal_full_title	issn	issn_print	issn_electronic	url
kth	2015	2275	10.1093/forestry/cpv040	SANT	Oxford University Press	Forestry				http://forestry.oxfordjournals.org/content/early/2015/10/28/forestry.cpv040.short?rss=1
kth	2015	2130	10.1093/nar/gkv036	FALSKT	Oxford University Press	Nucleic Acids Research				http://nar.oxfordjournals.org/content/43/7/e49
kth	2015	2526	10.1080/00423114.2014.889317	SANT	Taylor and Francis	Vehicle System Dynamics				http://www.tandfonline.com/doi/abs/10.1080/00423114.2014.889317
kth	2015	1949	10.1016/j.carbpol.2015.02.059	SANT	Elsevier	Carbohydrate Polymers	0144-8617			http://www.sciencedirect.com/science/article/pii/S0144861715001757
kth	2015	2959	10.1016/j.compscitech.2015.07.004	SANT	Elsevier	Composites Science and Technology	0266-3538			http://www.sciencedirect.com/science/article/pii/S0266353815300348
kth	2015	2145	10.1016/j.egypro.2014.11.1175	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03005-7
kth	2015	2145	10.1016/j.egypro.2014.11.1182	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03012-4
kth	2015	2145	10.1016/j.egypro.2014.11.938	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)02768-4
kth	2015	2145	10.1016/j.egypro.2014.11.1019	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)02849-5
kth	2015	2145	10.1016/j.egypro.2014.11.1029	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)02859-8
kth	2015	2145	10.1016/j.egypro.2014.11.1051	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)02881-1
kth	2015	2145	10.1016/j.egypro.2014.12.125	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03154-3
kth	2015	2145	10.1016/j.egypro.2014.12.152	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03181-6
kth	2015	2145	10.1016/j.egypro.2014.12.217	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03246-9
kth	2015	2145	10.1016/j.egypro.2014.12.233	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03262-7
kth	2015	2145	10.1016/j.egypro.2014.12.080	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03109-9
kth	2015	2145	10.1016/j.egypro.2014.12.107	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03136-1
kth	2015	2145	10.1016/j.egypro.2014.12.023	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(14)03052-5
kth	2015	2145	10.1016/j.egypro.2015.02.057	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00157-5
kth	2015	2145	10.1016/j.egypro.2015.03.067	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00373-2
kth	2015	2145	10.1016/j.egypro.2015.03.182	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00488-9
kth	2015	2145	10.1016/j.egypro.2015.03.196	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00502-0
kth	2015	2145	10.1016/j.egypro.2015.03.155	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00461-0
kth	2015	2145	10.1016/j.egypro.2015.07.169	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00937-6
kth	2015	2145	10.1016/j.egypro.2015.07.223	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)00991-1
kth	2015	2145	10.1016/j.egypro.2015.07.257	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01025-5
kth	2015	2145	10.1016/j.egypro.2015.07.401	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01169-8
kth	2015	2145	10.1016/j.egypro.2015.07.411	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01179-0
kth	2015	2145	10.1016/j.egypro.2015.07.426	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01194-7
kth	2015	2145	10.1016/j.egypro.2015.07.568	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01336-3
kth	2015	2145	10.1016/j.egypro.2015.11.055	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)01787-7
kth	2015	2145	10.1016/j.egypro.2015.11.720	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)02452-2
kth	2015	2145	10.1016/j.egypro.2015.11.413	FALSKT	Elsevier	Energy Procedia	1876-6102			http://www.sciencedirect.com/science/article/pii/S1876-6102(15)02145-1
kth	2015	2570	10.1016/j.ijsbe.2015.07.004	FALSKT	Elsevier	International Journal of Sustainable Built Environment	2212-6090			http://www.sciencedirect.com/science/article/pii/S2212-6090(15)00032-1
kth	2015	2678	10.1016/j.jbiomech.2015.08.027	SANT	Elsevier	Journal of Biomechanics	0021-9290			http://www.sciencedirect.com/science/article/pii/S0021-9290(15)00527-8
kth	2015	1614	10.1016/j.jbiotec.2015.07.006	SANT	Elsevier	Journal of Biotechnology	0168-1656			http://www.sciencedirect.com/science/article/pii/S0168-1656(15)30063-8
kth	2015	2444	10.1016/j.jclepro.2014.04.045	SANT	Elsevier	Journal of Cleaner Production	0959-6526			http://www.sciencedirect.com/science/article/pii/S0959-6526(14)00400-4
kth	2015	2075	10.1016/j.jcis.2014.12.042	SANT	Elsevier	Journal of Colloid And Interface Science	0021-9797			http://www.sciencedirect.com/science/article/pii/S0021-9797(14)00995-3
kth	2015	2570	10.1016/j.jrmge.2015.08.005	FALSKT	Elsevier	Journal of Rock Mechanics and Geotechnical Engineering	1674-7755			http://www.sciencedirect.com/science/article/pii/S1674-7755(15)00108-0
kth	2015	1826	10.1016/j.medengphy.2014.11.002	SANT	Elsevier	Medical Engineering and Physics	1350-4533			http://www.sciencedirect.com/science/article/pii/S1350-4533(14)00281-1
kth	2015	2231	10.1016/j.plantsci.2015.10.002	SANT	Elsevier	Plant Science	0168-9452			http://www.sciencedirect.com/science/article/pii/S0168-9452(15)30086-8
kth	2015	2570	10.1016/j.sbspro.2015.11.522	FALSKT	Elsevier	Procedia - Social and Behavioral Sciences	1877-0428			http://www.sciencedirect.com/science/article/pii/S1877-0428(15)05877-2
kth	2015	2145	10.1016/j.proeng.2015.08.040	FALSKT	Elsevier	Procedia Engineering	1877-7058			http://www.sciencedirect.com/science/article/pii/S1877-7058(15)01679-3
kth	2015	2145	10.1016/j.proeng.2015.08.043	FALSKT	Elsevier	Procedia Engineering	1877-7058			http://www.sciencedirect.com/science/article/pii/S1877-7058(15)01682-3
kth	2015	1949	10.1016/j.yrtph.2015.05.027	SANT	Elsevier	Regulatory Toxicology and Pharmacology	0273-2300			http://www.sciencedirect.com/science/article/pii/S0273-2300(15)00142-7
kth	2015	448	10.1016/j.softx.2015.06.001	FALSKT	Elsevier	SoftwareX	2352-7110			http://www.sciencedirect.com/science/article/pii/S2352-7110(15)00005-9
kth	2015	1166	10.1016/j.segan.2015.06.002	SANT	Elsevier	Sustainable Energy, Grids and Networks	2352-4677			http://www.sciencedirect.com/science/article/pii/S2352-4677(15)00039-9
kth	2015	1166	10.1016/j.segan.2015.09.001	SANT	Elsevier	Sustainable Energy, Grids and Networks	2352-4677			http://www.sciencedirect.com/science/article/pii/S2352-4677(15)00049-1
kth	2015	1345	10.1016/j.ultrasmedbio.2015.08.012	SANT	Elsevier	Ultrasound in Medicine & Biology	0301-5629			http://www.sciencedirect.com/science/article/pii/S0301-5629(15)00522-0
kth	2015	1595	10.1016/j.visres.2015.03.009	SANT	Elsevier	Vision Research	0042-6989			http://www.sciencedirect.com/science/article/pii/S0042-6989(15)00108-X
kth	2015	1905	10.1039/C5RA06424D 	SANT	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA06424D#!divAbstract
kth	2015	1905	10.1039/C5NR03965G 	SANT	Royal Society of Chemistry	Nanoscale		2040-3364	2040-3372	http://pubs.rsc.org/en/Content/ArticleLanding/2015/NR/C5NR03965G#!divAbstract
kth	2015	1905	10.1039/C5LC00436E 	SANT	Royal Society of Chemistry	Lab on a Chip		1473-0197	1473-0189	http://pubs.rsc.org/en/Content/ArticleLanding/2015/LC/C5LC00436E#!divAbstract
kth	2015	1905	10.1039/C5LC00490J 	SANT	Royal Society of Chemistry	Lab on a Chip		1473-0197	1473-0189	http://pubs.rsc.org/en/Content/ArticleLanding/2015/LC/C5LC00490J#!divAbstract
kth	2015	1905	10.1039/C5RA16865A 	SANT	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA16865A#!divAbstract
kth	2015	1905	10.1039/C5RA01805F 	SANT	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA01805F#!divAbstract
kth	2015	1905	10.1039/C5RA04452A 	SANT	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA04452A#!divAbstract
kth	2015	1905	10.1039/C5TA03646A 	SANT	Royal Society of Chemistry	Journal of Materials Chemistry A		2050-7488	2050-7496	http://pubs.rsc.org/en/Content/ArticleLanding/2015/TA/C5TA03646A#!divAbstract
kth	2015	1905	10.1039/C4TA06362G 	SANT	Royal Society of Chemistry	Journal of Materials Chemistry A		2050-7488	2050-7496	http://pubs.rsc.org/en/Content/ArticleLanding/2015/TA/C4TA06362G#!divAbstract
kth	2015	1905	10.1039/C5RA09704E 	SANT	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA09704E#!divAbstract
kth	2015	1905	10.1039/C5TA03120F 	SANT	Royal Society of Chemistry	Journal of Materials Chemistry A		2050-7488	2050-7496	http://pubs.rsc.org/en/Content/ArticleLanding/2015/TA/C5TA03120F#!divAbstract
kth	2015	1905	10.1039/C5CP02306H	SANT	Royal Society of Chemistry	Physical Chemistry Chemical Physics		1463-9076	1463-9084	http://pubs.rsc.org/en/Content/ArticleLanding/2015/CP/C5CP02306H#!divAbstract
kth	2015	1905	10.1039/C5NR03002A 	SANT	Royal Society of Chemistry	Nanoscale		2040-3364	2040-3372	http://pubs.rsc.org/en/Content/ArticleLanding/2015/NR/C5NR03002A#!divAbstract
kth	2015	1905	10.1039/C5PY00136F 	SANT	Royal Society of Chemistry	Polymer Chemistry		1759-9954	1759-9962	http://pubs.rsc.org/en/Content/ArticleLanding/2015/PY/C5PY00136F#!divAbstract
kth	2015	1905	10.1039/C5CC02907D 	SANT	Royal Society of Chemistry	Chemical Communications		1359-7345	1364-548X	http://pubs.rsc.org/en/Content/ArticleLanding/2015/CC/C5CC02907D#!divAbstract
kth	2015	1905	10.1039/C5CC04822B 	SANT	Royal Society of Chemistry	Chemical Communications		1359-7345	1364-548X	http://pubs.rsc.org/en/Content/ArticleLanding/2015/CC/C5CC04822B#!divAbstract
kth	2015	1905	10.1039/C5SC03569D 	FALSKT	Royal Society of Chemistry	Chemical Science			2041-6539	http://pubs.rsc.org/en/content/articlelanding/2016/sc/c5sc03569d#!divAbstract
kth	2015	1905	10.1039/C5RA18569F 	SANT	Royal Society of Chemistry	RSC Advances			2046-2069	http://pubs.rsc.org/en/Content/ArticleLanding/2015/RA/C5RA18569F#!divAbstract
kth	2015	185	10.1155/2015/260703	FALSKT	Hindawi	BioMed Research International 		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/260703
kth	2015	185	10.1155/2015/613247	FALSKT	Hindawi	BioMed Research International 		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/613247
kth	2015	185	10.1155/2015/574705	FALSKT	Hindawi	BioMed Research International 		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/574705
kth	2015	185	10.1155/2015/974530	FALSKT	Hindawi	BioMed Research International 		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/974530
kth	2015	185	10.1155/2015/693869	FALSKT	Hindawi	BioMed Research International 		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/693869
kth	2015	185	10.1155/2015/704213	FALSKT	Hindawi	Mathematical Problems in Engineering 		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/704213
kth	2015	185	10.1155/2015/915497	FALSKT	Hindawi	Mathematical Problems in Engineering 		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/915497
kth	2015	185	10.1155/2015/102469	FALSKT	Hindawi	Mathematical Problems in Engineering 		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/102469
kth	2015	185	10.1155/2015/656323	FALSKT	Hindawi	BioMed Research International 		2314-6133	2314-6141	http://dx.doi.org/10.1155/2015/656323
kth	2015	185	10.1155/2015/805734	FALSKT	Hindawi	Mathematical Problems in Engineering 		1024-123X	1563-5147	http://dx.doi.org/10.1155/2015/805734
kth	2015	185	10.1155/2015/921903	FALSKT	Hindawi	Journal of Nanomaterials 		1687-4110	1687-4129	http://dx.doi.org/10.1155/2015/921903
kth	2015	185	10.1155/2015/256479	FALSKT	Hindawi	Journal of Nanomaterials 		1687-4110	1687-4129	http://dx.doi.org/10.1155/2015/256479
kth	2015	185	10.1155/2015/321354	FALSKT	Hindawi	Journal of Nanomaterials 		1687-4110	1687-4129	http://dx.doi.org/10.1155/2015/321354
kth	2015	185	10.1155/2015/230832	FALSKT	Hindawi	Evidence-Based Complementary and Alternative Medicine 		1741-427X	1741-4288	http://dx.doi.org/10.1155/2015/230832
kth	2015	185	10.1155/2015/696098	FALSKT	Hindawi	Journal of Chemistry 		2090-9063	2090-9071	http://dx.doi.org/10.1155/2015/696098
kth	2015	185	10.1155/2015/675263	FALSKT	Hindawi	Discrete Dynamics in Nature and Society 		1026-0226	1607-887X	http://dx.doi.org/10.1155/2015/675263
kth	2015	185	10.1155/2015/865409	FALSKT	Hindawi	Abstract and Applied Analysis 		1085-3375	1687-0409	http://dx.doi.org/10.1155/2015/865409
kth	2015	185	10.1155/2015/898047	FALSKT	Hindawi	Journal of Sensors 		1687-725X	1687-7268	http://dx.doi.org/10.1155/2015/898047
kth	2015	185	10.1155/2015/296317	FALSKT	Hindawi	Science and Technology of Nuclear Installations 		1687-6075	1687-6083	http://dx.doi.org/10.1155/2015/296317
kth	2015	185	10.1155/2015/390292	FALSKT	Hindawi	International Journal of Polymer Science 		1687-9422	1687-9430	http://dx.doi.org/10.1155/2015/390292
kth	2015	185	10.1155/2015/130741	FALSKT	Hindawi	Science and Technology of Nuclear Installations 		1687-6075	1687-6083	http://dx.doi.org/10.1155/2015/130741
kth	2015	185	10.1155/2015/981759	FALSKT	Hindawi	Scientific Programming 		1058-9244	1875-919X	http://dx.doi.org/10.1155/2015/981759
kth	2015	185	10.1155/2015/156196	FALSKT	Hindawi	Advances in Condensed Matter Physics 		1687-8108	1687-8124	http://dx.doi.org/10.1155/2015/156196
kth	2015	185	10.1155/2015/278638	FALSKT	Hindawi	Science and Technology of Nuclear Installations 		1687-6075	1687-6083	http://dx.doi.org/10.1155/2015/278638
kth	2015	185	10.1155/2015/687094	FALSKT	Hindawi	Journal of Environmental and Public Health 		1687-9805	1687-9813	http://dx.doi.org/10.1155/2015/687094
kth	2015	185	10.1155/2015/902591	FALSKT	Hindawi	Journal of Electrical and Computer Engineering 		2090-0147	2090-0155	http://dx.doi.org/10.1155/2015/902591
kth	2015	185	10.1155/2015/935309	FALSKT	Hindawi	Advances in Optical Technologies 		1687-6393	1687-6407	http://dx.doi.org/10.1155/2015/935309
kth	2015	185	10.1155/2015/346498	FALSKT	Hindawi	International Journal of Navigation and Observation 		1687-5990	1687-6008	http://dx.doi.org/10.1155/2015/346498
kth	2015	1916,75	10.1186/s13059-015-0834-7	FALSKT	BioMed Central Ltd	Genome Biology	1474-760X			http://genomebiology.biomedcentral.com/articles/10.1186/s13059-015-0834-7
kth	2015	935	10.1186/s13638-015-0480-5	FALSKT	SpringerOpen	EURASIP Journal on Wireless Communications and Networking			1687-1499 	http://link.springer.com/article/10.1186/s13638-015-0480-5
kth	2015	1695,75	10.1186/s13068-015-0380-2	FALSKT	BioMed Central Ltd	Biotechnology for Biofuels	1754-6834			https://biotechnologyforbiofuels.biomedcentral.com/articles/10.1186/s13068-015-0380-2
kth	2015	0	10.1186/s40294-015-0009-0	FALSKT	SpringerOpen	Complex Adaptive Systems Modeling	2194-3206			https://casmodeling.springeropen.com/articles/10.1186/s40294-015-0009-0
kth	2015	1483,25	10.1186/s12880-015-0083-y	FALSKT	BioMed Central Ltd	BMC Medical Imaging	1471-2342			http://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-015-0083-y
kth	2015	1745	10.1186/s12934-015-0355-9	FALSKT	BioMed Central Ltd	Microbial Cell Factories	1475-2859			https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-015-0355-9
kth	2015	1360	10.1186/s12880-015-0086-8	FALSKT	BioMed Central Ltd	BMC Medical Imaging	1471-2342			https://bmcmedimaging.biomedcentral.com/articles/10.1186/s12880-015-0086-8
kth	2015	1423,75	10.1186/s12864-015-1686-y	FALSKT	BioMed Central Ltd	BMC Genomics	1471-2164			http://bmcgenomics.biomedcentral.com/articles/10.1186/s12864-015-1686-y
kth	2015	1258	10.1186/s12934-015-0236-2	FALSKT	BioMed Central Ltd	Microbial Cell Factories	1475-2859			https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-015-0236-2
kth	2015	1258	10.1186/s12934-015-0227-3	FALSKT	BioMed Central Ltd	Microbial Cell Factories	1475-2859			https://microbialcellfactories.biomedcentral.com/articles/10.1186/s12934-015-0227-3
kth	2015	850	10.1140/epjti/s40485-015-0014-x	FALSKT	SpringerOpen	EPJ Techniques and Instrumentation	2195-7045			https://epjtechniquesandinstrumentation.springeropen.com/articles/10.1140/epjti/s40485-015-0014-x
										
